entidad financiera,meses,provincia,canton,estado del punto,tipo de punto de venta,region,monto facturado,nro. consumos,nro. puntos ventas,ano,meses_num,archivo origen
banco del austro,octubre,azuay,santa isabel,activo,pos,sierra,35300.53,1128,5,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,azuay,sigsig,activo,pos,sierra,3936.86,104,4,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,azuay,san fernando,activo,pos,sierra,264.5,2,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,balao,activo,pos,costa,14583.74,236,5,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,coronel marcelino mariduena,activo,pos,costa,7281.53,237,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,daule,activo,pos,costa,123231.09,4481,37,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,duran,activo,pos,costa,7120.95,128,4,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,guayaquil,activo,pos,costa,4536350.31,84761,676,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,guayaquil,activo,pos caja,costa,2485.38,36,34,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,milagro,activo,pos,costa,36201.48,828,12,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,naranjal,activo,pos,costa,34335.15,661,18,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,naranjito,activo,pos,costa,190.97,10,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,playas,activo,pos,costa,5226.06,150,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,salitre (urbina jado),activo,pos,costa,73.98,5,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,samborondon,activo,pos,costa,337831.34,12865,61,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,guayas,san jacinto de yaguachi,activo,pos,costa,43386.06,1429,6,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,loja,catamayo,activo,pos,sierra,75639.62,3145,4,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,loja,loja,activo,pos,sierra,1780903.59,58104,362,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,loja,macara,activo,pos,sierra,30228.87,82,2,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,loja,paltas,activo,pos,sierra,135.7,4,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,loja,saraguro,activo,pos,sierra,18758.38,582,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,imbabura,antonio ante,activo,pos,sierra,83130.69,3348,33,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,imbabura,cotacachi,activo,pos,sierra,95645.24,2897,31,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,imbabura,ibarra,activo,pos,sierra,680148,21000,237,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,imbabura,otavalo,activo,pos,sierra,47921.26,1883,23,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,imbabura,san miguel de urcuqui,activo,pos,sierra,410.25,22,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,manabi,bolivar,activo,pos,costa,947.47,26,2,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,manabi,chone,activo,pos,costa,3466.6,27,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,manabi,el carmen,activo,pos,costa,6560.71,384,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,manabi,jipijapa,activo,pos,costa,793.99,12,2,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,manabi,manta,activo,pos,costa,1101415.68,32801,217,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,manabi,montecristi,activo,pos,costa,48572,2224,5,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,manabi,pedernales,activo,pos,costa,114.45,4,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,manabi,portoviejo,activo,pos,costa,221221.77,3158,58,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,manabi,sucre,activo,pos,costa,6420.77,97,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,manabi,tosagua,activo,pos,costa,1667.87,40,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,manabi,jaramijo,activo,pos,costa,3881.38,330,2,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,tungurahua,ambato,activo,pos,sierra,775794.55,28876,229,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,tungurahua,banos de agua santa,activo,pos,sierra,130167.17,4566,49,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,tungurahua,cevallos,activo,pos,sierra,1136.5,15,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,tungurahua,patate,activo,pos,sierra,3747.2,60,2,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,tungurahua,santiago de pillaro,activo,pos,sierra,1194.83,22,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,el oro,arenillas,activo,pos,costa,1585.2,36,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,el oro,el guabo,activo,pos,costa,59483.59,1534,11,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,el oro,huaquillas,activo,pos,costa,39577.16,1405,8,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,el oro,machala,activo,pos,costa,886734.76,18841,155,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,el oro,pasaje,activo,pos,costa,24295.8,739,7,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,el oro,pinas,activo,pos,costa,17888.39,575,12,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,el oro,portovelo,activo,pos,costa,5350.68,273,2,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,el oro,santa rosa,activo,pos,costa,49732.93,1254,12,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,el oro,zaruma,activo,pos,costa,52222.36,1786,7,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,chimborazo,chambo,activo,pos,sierra,16972.25,877,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,chimborazo,guano,activo,pos,sierra,16905.78,768,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,chimborazo,riobamba,activo,pos,sierra,599974.51,17212,151,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,chimborazo,colta,activo,pos,sierra,12186.94,410,2,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,santo domingo de los tsachilas,santo domingo,activo,pos,oriente,879956.04,22782,143,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,santa elena,la libertad,activo,pos,costa,63706.14,1505,55,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,santa elena,salinas,activo,pos,costa,98601.85,3355,43,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,santa elena,santa elena,activo,pos,costa,25736.31,823,35,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,cotopaxi,latacunga,activo,pos,sierra,409675.44,14355,93,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,cotopaxi,pujili,activo,pos,sierra,652.37,9,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,cotopaxi,salcedo,activo,pos,sierra,36405.11,1747,11,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,canar,azogues,activo,pos,sierra,217879.6,5440,61,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,canar,biblian,activo,pos,sierra,891.51,30,2,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,canar,canar,activo,pos,sierra,32376.45,860,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,canar,el tambo,activo,pos,sierra,22266.44,462,6,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,canar,la troncal,activo,pos,sierra,48737.05,877,5,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,no reporta,(blank),activo,boton de pago,no reporta,273621.78,2164,57,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,pastaza,mera,activo,pos,oriente,12577.94,446,2,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,pastaza,pastaza,activo,pos,oriente,124191.52,3300,33,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,napo,archidona,activo,pos,oriente,4880.41,180,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,napo,carlos julio arosemena tola,activo,pos,oriente,40.5,2,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,napo,tena,activo,pos,oriente,101972.03,2354,24,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,napo,quijos,activo,pos,oriente,19606.07,446,5,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,zamora,yantzaza,activo,pos,oriente,3444.77,89,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,zamora,zamora,activo,pos,oriente,126882.59,3580,15,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,zamora,el pangui,activo,pos,oriente,51091.92,625,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,zamora,palanda,activo,pos,oriente,4160.35,107,2,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,los rios,babahoyo,activo,pos,costa,4136.5,37,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,los rios,buena fe,activo,pos,costa,3992.54,168,2,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,los rios,quevedo,activo,pos,costa,117242.35,1986,16,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,carchi,montufar,activo,pos,sierra,7239.63,64,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,carchi,tulcan,activo,pos,sierra,38268.22,1034,19,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,morona,morona,activo,pos,oriente,29135.88,673,7,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,morona,sucua,activo,pos,oriente,6785.96,154,5,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,esmeraldas,atacames,activo,pos,costa,1080,9,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,esmeraldas,esmeraldas,activo,pos,costa,19025.97,562,9,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,orellana,orellana,activo,pos,oriente,4899.02,147,4,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,bolivar,guaranda,activo,pos,sierra,4150,121,3,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,sucumbios,lago agrio,activo,pos,oriente,128.61,3,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,sucumbios,shushufindi,activo,pos,oriente,299.5,2,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,octubre,galapagos,santa cruz,activo,pos,insular,3497.79,2,1,2024,10,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,pichincha,cayambe,activo,pos,sierra,105830.52,4115,11,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,pichincha,mejia,activo,pos,sierra,53500.48,1323,11,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,pichincha,pedro moncayo,activo,pos,sierra,2751.49,153,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,pichincha,pedro vicente maldonado,activo,pos,sierra,24379.14,167,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,pichincha,quito,activo,pos,sierra,9389767.7,233418,1406,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,pichincha,quito,activo,pos caja,sierra,243.29,3,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,pichincha,ruminahui,activo,pos,sierra,86646.05,1656,22,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,azuay,camilo ponce enriquez,activo,pos,sierra,9679.39,189,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,azuay,chordeleg,activo,pos,sierra,35219.71,1227,4,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,azuay,cuenca,activo,pos,sierra,5734288.02,153514,1159,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,azuay,cuenca,activo,pos caja,sierra,100698.94,1110,85,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,azuay,giron,activo,pos,sierra,8565.48,381,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,azuay,gualaceo,activo,pos,sierra,40483.21,701,25,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,azuay,paute,activo,pos,sierra,40088.83,644,11,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,azuay,santa isabel,activo,pos,sierra,29135.46,1073,5,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,azuay,sigsig,activo,pos,sierra,5048.54,113,3,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,balao,activo,pos,costa,12634.68,180,4,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,coronel marcelino mariduena,activo,pos,costa,5169.55,222,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,daule,activo,pos,costa,115817.03,2995,30,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,duran,activo,pos,costa,8035.2,98,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,guayaquil,activo,pos,costa,4061682.97,74177,674,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,guayaquil,activo,pos caja,costa,3121.74,41,38,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,milagro,activo,pos,costa,32964.12,883,13,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,naranjal,activo,pos,costa,37072.56,681,17,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,naranjito,activo,pos,costa,190.53,6,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,playas,activo,pos,costa,7316.03,177,4,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,samborondon,activo,pos,costa,306042.28,11422,60,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,guayas,san jacinto de yaguachi,activo,pos,costa,49419.58,1661,5,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,loja,catamayo,activo,pos,sierra,72680.54,2840,4,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,loja,loja,activo,pos,sierra,1802161.15,59894,344,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,loja,macara,activo,pos,sierra,25687.52,79,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,loja,paltas,activo,pos,sierra,141,2,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,loja,saraguro,activo,pos,sierra,17679.93,646,3,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,imbabura,antonio ante,activo,pos,sierra,99842.82,3504,34,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,imbabura,cotacachi,activo,pos,sierra,103785.02,3110,26,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,imbabura,ibarra,activo,pos,sierra,652433.27,21138,226,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,imbabura,otavalo,activo,pos,sierra,57721.86,2041,25,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,imbabura,san miguel de urcuqui,activo,pos,sierra,591,32,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,manabi,bolivar,activo,pos,costa,1406.31,17,3,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,manabi,chone,activo,pos,costa,7451.32,40,5,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,manabi,el carmen,activo,pos,costa,7800.03,447,6,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,manabi,jipijapa,activo,pos,costa,586.1,12,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,manabi,manta,activo,pos,costa,1142370.61,33484,221,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,manabi,montecristi,activo,pos,costa,45366.28,2144,4,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,manabi,pedernales,activo,pos,costa,151.94,4,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,manabi,portoviejo,activo,pos,costa,231944.53,4075,60,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,manabi,sucre,activo,pos,costa,5608.5,73,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,manabi,tosagua,activo,pos,costa,1697.5,36,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,manabi,jaramijo,activo,pos,costa,3539.03,311,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,tungurahua,ambato,activo,pos,sierra,727261,26183,229,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,tungurahua,banos de agua santa,activo,pos,sierra,161199.87,5508,47,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,tungurahua,cevallos,activo,pos,sierra,631.5,9,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,tungurahua,patate,activo,pos,sierra,3793,53,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,tungurahua,santiago de pillaro,activo,pos,sierra,812.39,17,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,el oro,arenillas,activo,pos,costa,1912.15,47,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,el oro,el guabo,activo,pos,costa,40870.99,1335,11,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,el oro,huaquillas,activo,pos,costa,52905.7,1669,6,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,el oro,machala,activo,pos,costa,830791.81,19616,156,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,el oro,pasaje,activo,pos,costa,23550.67,692,7,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,el oro,pinas,activo,pos,costa,19064.38,946,13,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,el oro,portovelo,activo,pos,costa,9610.27,335,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,el oro,santa rosa,activo,pos,costa,60087.94,1386,12,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,el oro,zaruma,activo,pos,costa,48797.22,1668,5,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,chimborazo,chambo,activo,pos,sierra,16549.88,834,3,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,chimborazo,guano,activo,pos,sierra,45546.51,2101,3,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,chimborazo,riobamba,activo,pos,sierra,635149.99,17154,149,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,chimborazo,colta,activo,pos,sierra,10484.75,428,3,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,santo domingo de los tsachilas,santo domingo,activo,pos,oriente,735128.29,20305,149,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,santa elena,la libertad,activo,pos,costa,56924.29,1426,56,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,santa elena,salinas,activo,pos,costa,129947.04,4033,49,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,santa elena,santa elena,activo,pos,costa,31650.07,994,34,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,cotopaxi,latacunga,activo,pos,sierra,421999.45,15461,96,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,cotopaxi,pujili,activo,pos,sierra,1946.24,25,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,cotopaxi,salcedo,activo,pos,sierra,34889.03,1599,9,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,canar,azogues,activo,pos,sierra,212146.24,5413,62,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,canar,biblian,activo,pos,sierra,6.2,1,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,canar,canar,activo,pos,sierra,45434.31,941,3,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,canar,el tambo,activo,pos,sierra,37330.98,573,6,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,canar,la troncal,activo,pos,sierra,63292.93,970,5,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,no reporta,(blank),activo,boton de pago,no reporta,151543.12,1728,56,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,pastaza,mera,activo,pos,oriente,12042.85,463,3,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,pastaza,pastaza,activo,pos,oriente,113248.65,3141,35,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,napo,archidona,activo,pos,oriente,16275.47,451,4,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,napo,tena,activo,pos,oriente,98063.8,2289,26,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,napo,quijos,activo,pos,oriente,23459.92,652,3,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,zamora,yantzaza,activo,pos,oriente,6747.44,167,3,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,zamora,zamora,activo,pos,oriente,108606.83,3073,17,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,zamora,el pangui,activo,pos,oriente,31606.97,477,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,zamora,palanda,activo,pos,oriente,2710.94,72,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,los rios,babahoyo,activo,pos,costa,1847.44,27,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,los rios,buena fe,activo,pos,costa,4049.7,139,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,los rios,quevedo,activo,pos,costa,113231.3,1809,16,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,carchi,espejo,activo,pos,sierra,678,6,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,carchi,montufar,activo,pos,sierra,6731.58,46,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,carchi,tulcan,activo,pos,sierra,32437.31,872,16,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,esmeraldas,atacames,activo,pos,costa,230,2,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,esmeraldas,esmeraldas,activo,pos,costa,17053.1,813,10,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,esmeraldas,san lorenzo,activo,pos,costa,220,1,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,morona,morona,activo,pos,oriente,23272.09,635,6,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,morona,sucua,activo,pos,oriente,3864.71,92,4,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,orellana,orellana,activo,pos,oriente,6466.29,241,4,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,bolivar,guaranda,activo,pos,sierra,3594.01,113,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,galapagos,santa cruz,activo,pos,insular,50394.08,10,2,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,sucumbios,lago agrio,activo,pos,oriente,20,1,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,noviembre,sucumbios,shushufindi,activo,pos,oriente,19.05,1,1,2024,11,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,pichincha,cayambe,activo,pos,sierra,120798.92,4766,11,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,pichincha,mejia,activo,pos,sierra,75574.79,1956,12,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,pichincha,pedro moncayo,activo,pos,sierra,3822.19,141,2,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,pichincha,pedro vicente maldonado,activo,pos,sierra,32847.16,140,1,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,pichincha,quito,activo,pos,sierra,12080223.97,300314,1356,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,pichincha,quito,activo,pos caja,sierra,1467.31,6,6,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,pichincha,ruminahui,activo,pos,sierra,98071.81,1996,21,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,azuay,camilo ponce enriquez,activo,pos,sierra,3717.36,55,2,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,azuay,chordeleg,activo,pos,sierra,39926.06,1417,4,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,azuay,cuenca,activo,pos,sierra,7172938.91,174258,1122,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,azuay,cuenca,activo,pos caja,sierra,132472.41,1175,93,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,azuay,giron,activo,pos,sierra,7573.1,341,1,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,azuay,gualaceo,activo,pos,sierra,32417.72,588,19,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,azuay,paute,activo,pos,sierra,38165.73,395,7,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,azuay,santa isabel,activo,pos,sierra,27319.12,1039,6,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,azuay,sigsig,activo,pos,sierra,7621.4,241,5,2024,12,puntos de venta electronicos ano 2024.xlsx
banco del austro,diciembre,guayas,balao,activo,pos,costa,20047.93,286,4,2024,12,puntos de venta electronicos ano 2024.xlsx
